Année,Autonomie_constructeur,Boîte_de_vitesse,Capacité_batterie,Classe_Emission,Conso_batterie,Consommation_mixte,Contrôle_technique,Couleur_extérieure,Couleur_intérieure,CritAir,Garantie,Garantie_constructeur,Intensité_batterie,Kilométrage_compteur,Lien,Localisation,Mise_en_circulation,Nom_Vendeur,Nombre_de_places,Nombre_de_portes,Nombre_de_propriétaires,Norme_Euro,Première_main,Prime_à_la_conversion,Prix_inclut_la_batterie,Provenance,Puissance_din,Puissance_fiscale,Puissance_moteur,Rechargeable,Type_Vendeur,Voltage_batterie,Vérifié_Et_Garanti,marque,modele,niveau_equipement,nom_complet,prix,ref_annonce,ref_pro,Émissions_de_CO2,Énergie
2018,,automatique,,C,,4.7 l/100km,non requis,blanc opaque (verni sans reflet),simili cuir noir,2,,,,66 720 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102158836.html,21,30/12/2018,M. ou Mme F.,5,5,2,EURO6,oui,,,Importé,170 ch,9 CV,125 kW,,Vendeur particulier,,,Mercedes,GLC,Equipement standard,MERCEDES GLC 220 D SPORTLINE 4MATIC,46 680 €,B102158836,,129 g/km,Diesel
2017,,automatique,,B,,4.3 l/100km,requis,gris metal,cuir/tissu noir,1,,,,83 300 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102133572.html,74,09/12/2017,M. ou Mme P.,5,5,2,EURO6,oui,,,,150 ch,8 CV,110 kW,,Vendeur particulier,,,Volkswagen,GOLF 7,Bien équipé,VOLKSWAGEN GOLF VII 1.4 TSI ACT 150 BLUEMOTION TECHNOLOGY CARAT DSG7 5P,22 590 €,B102133572,,113 g/km,Essence
2013,,mécanique,,C,,4.4 l/100km,requis,gris verni,cuir/tissu gris,2,,,,222 040 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102159573.html,77,24/09/2013,M. ou Mme S.,5,5,3,EURO5,non,,,,204 ch,11 CV,150 kW,,Vendeur particulier,,,Audi,A6 (4E GENERATION) AVANT,Equipement standard,AUDI A6 IV AVANT 3.0 TDI 204 AMBIENTE,16 950 €,B102159573,,139 g/km,Diesel
2016,,automatique,,B,,3.8 l/100km,requis,clair metal,cuir/alcantara noir,2,,,,113 740 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102161441.html,34,16/08/2016,M. ou Mme F.,5,5,3,EURO6,non,,,,170 ch,9 CV,125 kW,,Vendeur particulier,,,Mini,3 5P,,MINI MINI III 2.0 COOPER SD 170 EXQUISITE BVA 5P,22 740 €,B102161441,,109 g/km,Diesel
2014,,automatique,,D,,4.7 l/100km,requis,noir metal,cuir noir,2,,,,225 000 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102147669.html,04,16/12/2014,M. ou Mme G.,2,5,2,EURO5,oui,,,,259 ch,12 CV,190 kW,,Vendeur particulier,,,Bmw,SERIE 3 F31 TOURING,Très bien équipé,BMW SERIE 3 (F31) TOURING 330D XDRIVE 258 M SPORT BVA8,31 120 €,B102147669,,142 g/km,Diesel
2016,,mécanique,,A,,3.2 l/100km,requis,blanc verni,tissu gris,2,,,,90 950 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102140868.html,77,21/02/2016,M. ou Mme L.,5,5,2,EURO5,non,,,,75 ch,4 CV,55 kW,,Vendeur particulier,,,Renault,CLIO 4,Bien équipé,RENAULT CLIO IV 1.5 DCI 75 ENERGY BUSINESS,8 560 €,B102140868,,90 g/km,Diesel
2021,,automatique,15 kWh,A,,1.5 l/100km,non requis,noir metal,cuir noir,1,,en cours,48.8 A,14 083 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102145049.html,75,20/03/2021,M. ou Mme S.,5,5,1,EURO6,oui,,,,200 ch,11 CV,227 kW,oui,Vendeur particulier,307 V,,Land rover,RANGE ROVER EVOQUE 2,Bien équipé,LAND ROVER RANGE ROVER EVOQUE II 1.5 P300E PHEV 4WD R-DYNAMIC SE BVA8,81 750 €,B102145049,,44 g/km,Hybride essence électrique
2020,,automatique,,C,,6 l/100km,non requis,rouge verni,cuir/tissu noir,1,,,,62 100 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102153434.html,94,01/10/2020,M. ou Mme B.,5,5,3,EURO6,non,,,,200 ch,11 CV,147 kW,,Vendeur particulier,,,Audi,A1 (2E GENERATION) SPORTBACK,Très bien équipé,AUDI A1 II 40 TFSI 200 S LINE S TRONIC 6,34 500 €,B102153434,,131 g/km,Essence
2022,,automatique,,E,,6.8 l/100km,non requis,gris clair metal,cuir/tissu noir,1,,,,7 049 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102155987.html,69,08/11/2022,M. ou Mme T.,5,5,1,EURO6,oui,,,,150 ch,8 CV,110 kW,,Vendeur particulier,,,Volkswagen,TIGUAN 2,Bien équipé,VOLKSWAGEN TIGUAN II (2) 1.5 TSI 150 8CV R-LINE DSG7,44 500 €,B102155987,,164 g/km,Essence
2011,,mécanique,,B,,3.9 l/100km,requis,gris anthracite metal,tissu noir,3,,,,139 520 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102155843.html,78,09/05/2011,M. ou Mme A.,5,5,2,EURO4,non,,,,116 ch,6 CV,85 kW,,Vendeur particulier,,,Bmw,SERIE 1 E87 5 PORTES,Equipement standard,BMW SERIE 1 (E87) (2) 116D 115 EDITION 5P,10 020 €,B102155843,,118 g/km,Diesel
2016,,mécanique,,A,,3.2 l/100km,requis,blanc opaque (verni sans reflet),tissu noir,2,,,,106 050 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102149581.html,60,26/06/2016,M. ou Mme S.,5,5,3,EURO6,non,,,,75 ch,4 CV,55 kW,,Vendeur particulier,,,Ford,FIESTA 5,Bien équipé,FORD FIESTA V (2) 1.5 TDCI 75 EDITION 5P,6 510 €,B102149581,,89 g/km,Diesel
2022,56 Km,automatique,14.4 kWh,A,,1 l/100km,non requis,blanc metal,tissu noir,1,,en cours,48 A,19 980 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102141313.html,83,20/03/2022,M. ou Mme G.,5,5,2,EURO6,oui,,,,152 ch,8 CV,165 kW,oui,Vendeur particulier,,,Ford,KUGA 3,Equipement standard,FORD KUGA III 2.5 DUR 225 HYBRID PHEV PSHIFT ST-LINE,38 850 €,B102141313,,32 g/km,Hybride essence électrique
2015,,mécanique,,B,,4.1 l/100km,requis,noir metal,cuir blanc,2,,,,121 000 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102097926.html,59,07/08/2015,M. ou Mme D.,4,2,2,EURO5,non,,,,105 ch,5 CV,77 kW,,Vendeur particulier,,,Volkswagen,GOLF 6 CABRIOLET,Bien équipé,VOLKSWAGEN GOLF VI CABRIOLET 1.6 TDI 105 FAP CARAT,11 550 €,B102097926,,117 g/km,Diesel
2022,,automatique,,D,,7.1 l/100km,non requis,bleu metal,cuir/alcantara noir,1,,en cours,,20 825 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102141279.html,78,29/06/2022,M. ou Mme E.,7,5,2,EURO6,oui,,,,181 ch,10 CV,132 kW,,Vendeur particulier,,,Peugeot,5008 (2E GENERATION),Très bien équipé,PEUGEOT 5008 II (2) 1.6 PURETECH 180 S&S GT EAT8,46 630 €,B102141279,,160 g/km,Essence
2017,,mécanique,,B,,4.3 l/100km,requis,marron nacre,tissu gris,1,,,,100 050 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102119141.html,95,23/02/2017,M. ou Mme V.,5,5,2,EURO6,non,,,,131 ch,7 CV,96 kW,,Vendeur particulier,,,Citroen,C4 PICASSO 2,Très bien équipé,CITROEN C4 PICASSO II 1.2 PURETECH 130 S&S INTENSIVE BV6,14 370 €,B102119141,,116 g/km,Essence
1990,,mécanique,,G,,,requis,rouge metal,cuir gris,,,,,176 080 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102088847.html,81,11/08/1989,M. ou Mme D.,4,2,4,,non,,,,300 ch,15 CV,,,Vendeur particulier,,,Porsche,911 TYPE 930,,PORSCHE 911 (930) TURBO 3.3 300 15CV,172 980 €,B102088847,,327 g/km,Essence
2019,,automatique,,B,,4.1 l/100km,non requis,blanc nacre,cuir/tissu noir,1,,,,55 935 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102150681.html,73,15/04/2019,M. ou Mme S.,5,5,3,EURO6,non,,,,110 ch,6 CV,81 kW,,Vendeur particulier,,,Peugeot,2008,Très bien équipé,PEUGEOT 2008 (2) 1.2 PURETECH 110 S&S 6CV GT LINE EAT6,18 640 €,B102150681,,110 g/km,Essence
2017,,automatique,,C,,4.1 l/100km,requis,blanc mat,tissu gris,2,,,,151 725 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102147033.html,78,07/03/2017,M. ou Mme G.,5,5,8,EURO6,non,,,,184 ch,10 CV,135 kW,,Vendeur particulier,,,Volkswagen,GOLF 7 SW,Très bien équipé,VOLKSWAGEN GOLF VII SW 2.0 TDI 184 BLUEMOTION TECHNOLOGY GTD DSG6,23 620 €,B102147033,,122 g/km,Diesel
2015,,automatique,,A,,3.9 l/100km,requis,noir metal,cuir/tissu noir,2,,,,129 710 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102143264.html,92,22/01/2016,M. ou Mme A.,5,5,3,EURO5,non,,,,163 ch,8 CV,1 kW,,Vendeur particulier,,,Peugeot,3008,Bien équipé,PEUGEOT 3008 HYBRID4 2.0 HDI FAP 163 FAP + ELECTRIC 37 BMP6,11 430 €,B102143264,,99 g/km,Hybride diesel électrique
2020,378 Km,automatique,40 kWh,A,20 kWh/100km,,non requis,gris metal,cuir/tissu gris/bleu,0,,,,89 845 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102157911.html,92,14/12/2020,M. ou Mme M.,5,5,3,EURO6,non,,,,122 ch,4 CV,110 kW,oui,Vendeur particulier,350 V,,Nissan,LEAF 2,Bien équipé,NISSAN LEAF II 150HP 40KWH N-CONNECTA,25 460 €,B102157911,,0 g/km,Electrique
2013,,mécanique,,D,,5.1 l/100km,requis,blanc mat,simili cuir gris,2,,,,186 521 Km,https://www.lacentrale.fr/auto-occasion-annonce-66102142137.html,61,02/08/2013,M. ou Mme L.,2,4,3,EURO5,non,,,Importé,102 ch,5 CV,75 kW,,Vendeur particulier,,,Volkswagen,CADDY FOURGON,Bien équipé,VOLKSWAGEN CADDY VAN 1.6 TDI 102,9 280 €,B102142137,,147 g/km,Diesel
2020,,automatique,,C,,4.4 l/100km,non requis,gris clair metal,alcantara gris,2,,,,87 230 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102154302.html,38,19/12/2020,M. ou Mme A.,5,5,2,EURO6,oui,,,,195 ch,10 CV,143 kW,,Vendeur particulier,,,Mercedes,CLASSE C 4 SW,Bien équipé,MERCEDES CLASSE C IV (2) SW 220 D AMG LINE 9G-TRONIC,42 090 €,B102154302,,126 g/km,Diesel
2001,,mécanique,,E,,6.4 l/100km,requis,gris clair verni,cuir/alcantara bleu,3,,,,124 992 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102155753.html,92,14/03/2001,M. ou Mme V.,5,3,1,EURO2,non,,,,169 ch,10 CV,124 kW,,Vendeur particulier,,,Renault,CLIO 2 RS,,RENAULT CLIO II 2.0 16S 172 RS 3P,10 290 €,B102155753,,189 g/km,Essence
2018,,mécanique,,A,,3.2 l/100km,requis,blanc verni,tissu gris,2,,,,126 440 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102159966.html,76,07/10/2018,M. ou Mme B.,5,5,3,EURO6,non,,,,99 ch,5 CV,73 kW,,Vendeur particulier,,,Peugeot,308 (2E GENERATION),Bien équipé,PEUGEOT 308 II 1.6 BLUEHDI 100 S&S ACTIVE,14 960 €,B102159966,,94 g/km,Diesel
2014,,automatique,,B,,4.5 l/100km,requis,marron metal,cuir/tissu noir,1,,,,45 880 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102156950.html,92,29/01/2015,M. ou Mme S.,4,3,1,EURO5,oui,,,,98 ch,5 CV,,,Vendeur particulier,,,Toyota,IQ,,TOYOTA IQ 100 VVT-I 3 MULTIDRIVE,19 220 €,B102156950,,120 g/km,Essence
2019,,automatique,,C,,4.4 l/100km,non requis,violet metal,cuir noir,2,,,,141 327 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102160078.html,91,20/04/2019,M. ou Mme B.,7,5,2,EURO6,oui,,,,161 ch,8 CV,118 kW,,Vendeur particulier,,,Renault,GRAND SCENIC 4,,RENAULT GRAND SCENIC IV 1.6 DCI 160 INITIALE PARIS EDC 7PL,23 350 €,B102160078,,122 g/km,Diesel
2000,,mécanique,,F,,6.6 l/100km,requis,vert foncé verni,cuir fauve,3,,,,54 044 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102141758.html,81,05/02/2000,M. ou Mme B.,2,2,3,EURO2,non,,,Importé,131 ch,9 CV,96 kW,,Vendeur particulier,,,Fiat,BARCHETTA,,FIAT BARCHETTA 1.8 16S EDITION LIMITEE,13 790 €,B102141758,,201 g/km,Essence
2020,,mécanique,,C,,4.7 l/100km,non requis,noir metal,tissu noir,2,,,,81 882 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102148591.html,74,11/11/2020,M. ou Mme M.,5,5,1,EURO6,non,,,,116 ch,6 CV,85 kW,,Vendeur particulier,,,Dacia,DUSTER 2,Très bien équipé,DACIA DUSTER II 1.5 DCI 115 BLUE TECHROAD 4X4,23 000 €,B102148591,,123 g/km,Diesel
2017,,automatique,,A,,3.3 l/100km,requis,blanc nacre,tissu noir,1,,,6.5 A,105 165 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102140800.html,25,17/12/2017,M. ou Mme L.,5,5,2,EURO6,non,,,,98 ch,4 CV,90 kW,non,Vendeur particulier,202 V,,Toyota,PRIUS 4,Equipement standard,TOYOTA PRIUS IV (2) 1.8 VVT-I HYBRID DYNAMIC,22 500 €,B102140800,,76 g/km,Hybride essence électrique
2019,,automatique,,B,,4.3 l/100km,non requis,blanc nacre,cuir beige,2,,,,77 688 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102148746.html,59,07/05/2019,M. ou Mme P.,5,5,2,EURO6,non,,,,161 ch,8 CV,118 kW,,Vendeur particulier,,,Renault,TALISMAN ESTATE,Très bien équipé,RENAULT TALISMAN ESTATE 1.6 DCI 160 ENERGY INITIALE PARIS EDC,23 650 €,B102148746,,120 g/km,Diesel
2018,,automatique,,D,,5.1 l/100km,requis,noir metal,cuir noir,2,,,,77 700 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102162454.html,59,01/09/2018,M. ou Mme P.,5,5,2,EURO6,non,,,,150 ch,8 CV,110 kW,,Vendeur particulier,,,Volkswagen,TIGUAN 2,Très bien équipé,VOLKSWAGEN TIGUAN II 2.0 TDI 150 BLUEMOTION TECHNOLOGY CARAT EXCLUSIVE 4MOTION DSG7,32 550 €,B102162454,,149 g/km,Diesel
2018,,automatique,,C,,5 l/100km,requis,gris foncé metal,cuir beige,2,,,,63 665 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102133161.html,31,09/04/2018,M. ou Mme B.,5,5,1,EURO6,oui,,,,190 ch,10 CV,140 kW,,Vendeur particulier,,,Bmw,X3 G01,Très bien équipé,BMW X3 (G01) XDRIVE20DA 190 LUXURY,38 520 €,B102133161,,138 g/km,Diesel
2020,,automatique,,C,,5 l/100km,non requis,blanc verni,cuir gris,2,,,,65 720 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102137210.html,68,14/01/2021,M. ou Mme A.,5,5,2,EURO6,non,,,,184 ch,10 CV,135 kW,,Vendeur particulier,,,Audi,A3 (3E GENERATION) SPORTBACK,Bien équipé,AUDI A3 III (2) SPORTBACK 40 TDI 184 S LINE QUATTRO S TRONIC 7,37 820 €,B102137210,,133 g/km,Diesel
2017,557 Km,automatique,90 kWh,A,16 kWh/100km,,requis,gris anthracite metal,tissu noir,0,,,,127 440 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102155863.html,04,09/09/2017,M. ou Mme D.,5,5,1,EURO6,oui,,,,215 ch,9 CV,315 kW,oui,Vendeur particulier,,,Tesla,MODEL S,,TESLA MODEL S 90 D DUAL MOTOR,53 460 €,B102155863,,0 g/km,Electrique
2014,,automatique,,D,,5.1 l/100km,requis,gris anthracite metal,cuir noir,1,,,,132 387 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102107208.html,91,14/01/2015,M. ou Mme A.,5,5,2,EURO6,non,,,,211 ch,12 CV,155 kW,,Vendeur particulier,,,Mercedes,CLASSE A 3,Très bien équipé,MERCEDES CLASSE A III 250 SPORT 7G-DCT,21 780 €,B102107208,,148 g/km,Essence
2022,,automatique,,D,,5.3 l/100km,non requis,marron verni,tissu gris,2,,en cours,,36 850 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102139611.html,25,25/07/2022,M. ou Mme P.,7,5,1,EURO6,oui,,,,131 ch,7 CV,96 kW,,Vendeur particulier,,,Peugeot,5008 (2E GENERATION),Bien équipé,PEUGEOT 5008 II (2) 1.5 BLUEHDI 130 S&S ALLURE EAT8,35 750 €,B102139611,,141 g/km,Diesel
2018,,mécanique,,A,,3.6 l/100km,requis,rouge verni,tissu noir,1,,,,13 572 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102136741.html,78,27/05/2018,M. ou Mme F.,4,5,3,EURO6,oui,,,,69 ch,4 CV,51 kW,,Vendeur particulier,,,Citroen,C1 (2E GENERATION),Equipement standard,CITROEN C1 II 1.0 VTI 68 FEEL 5P,10 530 €,B102136741,,95 g/km,Essence
2021,,mécanique,,E,,7.8 l/100km,non requis,bleu marine metal,tissu noir,2,,,,47 120 Km,https://www.lacentrale.fr/auto-occasion-annonce-66102146177.html,84,30/01/2022,M. ou Mme P.,3,4,1,EURO6,oui,,,,146 ch,7 CV,107 kW,,Vendeur particulier,,,Renault,TRAFIC 3,Equipement standard,RENAULT TRAFIC III (2) FOURGON TOLE GRAND CONFORT L2H1 1300 ENERGY DCI 145,34 720 €,B102146177,,195 g/km,Diesel
2015,,automatique,,C,,4.8 l/100km,requis,blanc verni,tissu noir,1,,,,86 920 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102157352.html,57,04/03/2015,M. ou Mme N.,5,5,1,EURO6,oui,,,,122 ch,7 CV,90 kW,,Vendeur particulier,,,Mercedes,CLASSE B 2,Bien équipé,MERCEDES CLASSE B II (2) 180 7CV SENSATION 7G-DCT,15 880 €,B102157352,,135 g/km,Essence
2018,,automatique,,B,,3.9 l/100km,requis,blanc nacre,cuir/tissu gris,2,,,,137 500 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102135804.html,49,11/02/2018,M. ou Mme T.,5,5,2,EURO6,non,,,,120 ch,6 CV,88 kW,,Vendeur particulier,,,Peugeot,3008,Bien équipé,PEUGEOT 3008 (2) 1.6 BLUEHDI 120 S&S ALLURE EAT6,24 870 €,B102135804,,108 g/km,Diesel
2016,,mécanique,,B,,4.3 l/100km,requis,blanc verni,tweed beige,1,,,,33 448 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102134763.html,63,03/01/2017,M. ou Mme B.,4,3,2,EURO6,non,,,,69 ch,4 CV,51 kW,,Vendeur particulier,,,Fiat,500 (2E GENERATION),Bien équipé,FIAT 500 II (2) 1.2 8V 69 LOUNGE,10 840 €,B102134763,,117 g/km,Essence
2019,,automatique,,B,,4 l/100km,non requis,blanc metal,cuir beige,2,,,,88 941 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102160658.html,53,09/03/2019,M. ou Mme G.,5,5,2,EURO6,non,,,,163 ch,8 CV,120 kW,,Vendeur particulier,,,Jaguar,XF 2 SPORTBRAKE,Equipement standard,JAGUAR XF II (2) SPORTBRAKE 2.0D 163 E-PERFORMANCE PURE BVA,30 930 €,B102160658,,119 g/km,Diesel
2005,,mécanique,,C,,4 l/100km,requis,gris metal,tissu noir,4,,,,322 949 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102146280.html,75,14/03/2005,M. ou Mme M.,5,5,3,EURO3,non,,,,75 ch,4 CV,55 kW,,Vendeur particulier,,,Volkswagen,POLO 4,,VOLKSWAGEN POLO IV TDI 75 MATCH 5P,2 790 €,B102146280,,122 g/km,Diesel
2015,,automatique,,,,,requis,gris anthracite metal,cuir noir,1,,,,82 080 Km,https://www.lacentrale.fr/auto-occasion-annonce-66102127666.html,37,14/09/2015,M. ou Mme R.,5,2,3,EURO5,oui,,,Importé,396 ch,32 CV,,,Vendeur particulier,,,Dodge,RAM,,DODGE RAM 1500 5.7 V8 390 HEMI CREW CAB SPORT,56 990 €,B102127666,,,Essence
2020,,mécanique,,D,,6.8 l/100km,non requis,gris foncé metal,cuir/tissu noir,1,,,,52 144 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102137788.html,95,31/07/2020,M. ou Mme C.,5,5,2,EURO6,non,,,,140 ch,8 CV,103 kW,,Vendeur particulier,,,Jeep,COMPASS 2,Bien équipé,JEEP COMPASS II 1.4 MULTIAIR 140 LIMITED,24 490 €,B102137788,,148 g/km,Essence
2017,,mécanique,,A,,3.8 l/100km,requis,gris anthracite metal,tissu noir,1,,,,83 776 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102147873.html,78,01/08/2017,M. ou Mme F.,5,3,2,EURO6,non,,,,110 ch,5 CV,81 kW,,Vendeur particulier,,,Ds,3,Equipement standard,DS DS 3 (2) 1.2 PURETECH 110 BE CHIC MANUEL,14 040 €,B102147873,,100 g/km,Essence
2020,,automatique,,E,,8.3 l/100km,non requis,noir metal,cuir blanc,2,,,,73 149 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102143938.html,67,19/04/2020,M. ou Mme L.,5,5,3,EURO6,non,,,,400 ch,28 CV,294 kW,,Vendeur particulier,,,Bmw,X6 G06,Bien équipé,BMW X6 (G06) M50D 400 28CV BVA8,108 780 €,B102143938,,178 g/km,Diesel
2013,,automatique,,F,,6.4 l/100km,requis,blanc nacre,cuir noir,2,,,,86 640 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102130081.html,91,26/07/2013,M. ou Mme G.,7,5,3,EURO5,non,,,,184 ch,12 CV,135 kW,,Vendeur particulier,,,Chevrolet,CAPTIVA,Bien équipé,CHEVROLET CAPTIVA (2) 2.2 VCDI 184 12CV LTZ AWD BVA,14 700 €,B102130081,,208 g/km,Diesel
2018,,automatique,,C,,4.9 l/100km,requis,blanc opaque (verni sans reflet),cuir/tissu gris,2,,,,83 300 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102150141.html,69,23/05/2018,M. ou Mme V.,5,5,1,EURO6,oui,,,,150 ch,8 CV,110 kW,,Vendeur particulier,,,Ford,KUGA 2,Très bien équipé,FORD KUGA II 2.0 TDCI 150 S&S 4X4 TITANIUM POWERSHIFT,21 420 €,B102150141,,134 g/km,Diesel
2016,,automatique,,C,,4.3 l/100km,requis,argent metal,cuir noir,2,,,,123 000 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102163459.html,92,22/07/2016,M. ou Mme S.,4,2,3,EURO6,non,,,,218 ch,12 CV,160 kW,,Vendeur particulier,,,Bmw,SERIE 4 F32,Bien équipé,BMW SERIE 4 (F32) COUPE 425DA 218 M SPORT,30 130 €,B102163459,,128 g/km,Diesel
2021,,mécanique,,D,,6.2 l/100km,non requis,blanc verni,tissu gris,2,,,,45 815 Km,https://www.lacentrale.fr/auto-occasion-annonce-66102150323.html,78,26/07/2021,M. ou Mme V.,2,4,2,EURO6,non,,,,116 ch,5 CV,85 kW,,Vendeur particulier,,,Renault,KANGOO 2 EXPRESS,Bien équipé,RENAULT KANGOO EXPRESS II (2) EXTRA R-LINK BLUE DCI 115 5CV,15 680 €,B102150323,,147 g/km,Diesel
2015,,mécanique,,B,,4 l/100km,requis,gris foncé metal,tissu noir,2,,,,157 200 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102134245.html,69,13/05/2015,M. ou Mme B.,5,5,2,EURO5,non,,,,109 ch,6 CV,80 kW,,Vendeur particulier,,,Mercedes,CLASSE B 2,Bien équipé,MERCEDES CLASSE B II 180 CDI SPORT,14 280 €,B102134245,,113 g/km,Diesel
2016,,automatique,,B,,3.7 l/100km,requis,gris foncé mat,cuir noir,2,,,,81 795 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102144412.html,92,13/04/2016,M. ou Mme F.,5,5,3,EURO6,non,,,,170 ch,9 CV,130 kW,,Vendeur particulier,,,Mercedes,CLASSE A 3,Bien équipé,MERCEDES CLASSE A III (2) 220 D FASCINATION 7G-DCT,29 330 €,B102144412,,109 g/km,Diesel
2018,,mécanique,,A,,3.5 l/100km,requis,gris anthracite metal,tissu noir,2,,,,196 141 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102145061.html,77,19/08/2018,M. ou Mme K.,5,5,2,EURO6,non,,,,120 ch,6 CV,88 kW,,Vendeur particulier,,,Peugeot,3008 (2E GENERATION),Bien équipé,PEUGEOT 3008 II 1.6 BLUEHDI 120 S&S EURO6 ACTIVE BUSINESS,18 450 €,B102145061,,100 g/km,Diesel
2021,,automatique,,D,,,non requis,noir metal,cuir noir,1,,,,13 108 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102141525.html,06,04/07/2021,M. ou Mme P.,4,2,3,EURO6,oui,,,,150 ch,7 CV,110 kW,,Vendeur particulier,,,Audi,A3 (3E GENERATION) CABRIOLET,Bien équipé,AUDI A3 III CABRIOLET 1.4 TFSI 150 COD 7CV ULTRA AMBIENTE S TRONIC 7,41 130 €,B102141525,,153 g/km,Essence
2020,,automatique,,D,,6.6 l/100km,non requis,bleu metal,cuir beige,1,,,,24 125 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102139941.html,92,15/12/2020,M. ou Mme V.,5,5,1,EURO6,oui,,,,190 ch,11 CV,140 kW,,Vendeur particulier,,,Volvo,XC40,Equipement standard,VOLVO XC40 T4 190 INSCRIPTION GEARTRONIC 8,48 110 €,B102139941,,154 g/km,Essence
2017,,automatique,,B,,3.8 l/100km,requis,blanc nacre,drap gris,2,,,,143 510 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102155658.html,25,14/05/2017,M. ou Mme P.,5,5,3,EURO6,non,,,,181 ch,9 CV,132 kW,,Vendeur particulier,,,Peugeot,508 SW,Très bien équipé,PEUGEOT 508 (2) SW 2.0 BLUEHDI 180 S&S FELINE AUTO,15 590 €,B102155658,,110 g/km,Diesel
2012,,mécanique,,C,,4.4 l/100km,requis,gris clair metal,tissu gris,2,,,,138 750 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102152233.html,27,26/01/2013,M. ou Mme N.,5,4,3,EURO5,non,,,,112 ch,6 CV,82 kW,,Vendeur particulier,,,Citroen,C5 (2E GENERATION),Bien équipé,CITROEN C5 II (2) 1.6 HDI 110 FAP MILLENIUM BVM,7 210 €,B102152233,,129 g/km,Diesel
2019,,automatique,,D,,5.5 l/100km,non requis,gris foncé metal,cuir noir,2,,,,25 440 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102139775.html,27,29/10/2019,M. ou Mme C.,5,5,2,EURO6,non,,,,259 ch,16 CV,190 kW,,Vendeur particulier,,,Mercedes,GLC,Très bien équipé,MERCEDES GLC 350 D FASCINATION 4MATIC BVA9,56 180 €,B102139775,,159 g/km,Diesel
2014,,automatique,,E,,5.9 l/100km,requis,marron metal,cuir fauve,1,,,,75 809 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102155811.html,06,27/07/2014,M. ou Mme Z.,2,2,1,EURO5,oui,,,,265 ch,17 CV,,,Vendeur particulier,,,Porsche,BOXSTER 3 TYPE 981,,PORSCHE BOXSTER III (981) 2.7 265 PDK,59 500 €,B102155811,,180 g/km,Essence
